0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.002,0,1.5000009891067123e-06,-5.000004891058512e-07,0.99999899999925,1.0000014932949207e-06,-2.432936917257819e-13,0.9999989999985,1.0000009941340626e-06,5.868290253433341e-15,0.9999989999985,1.000000994133371e-06,5.868358510324141e-15,0.9999989999985,1.0000009941331622e-06,5.868567261294105e-15,0.9999989999985,1.0000009941331446e-06,5.868583747729894e-15,0.9999989999985
0.004,0,6.000015983733526e-06,-2.000007983677724e-06,0.9999959999879996,4.000023988868686e-06,-3.9887889501421186e-12,0.9999959999759996,4.000015985966155e-06,1.4185616954714401e-14,0.9999959999759996,4.000015985927969e-06,1.4183769997099574e-14,0.9999959999759996,4.00001598592812e-06,1.4183618089145016e-14,0.9999959999759996,4.000015985927189e-06,1.4184550746560422e-14,0.9999959999759996
0.006,0,1.35000809958e-05,-4.500040495260075e-06,0.9999909999392492,9.000121497769423e-06,-2.024685825447837e-11,0.9999909998784984,9.000080998682445e-06,3.048842339156677e-15,0.9999909998784976,9.000080998242525e-06,3.0331475456420602e-15,0.9999909998784976,9.000080998242981e-06,3.032688069533543e-15,0.9999909998784976,9.000080998247894e-06,3.027785925442925e-15,0.9999909998784976
0.008,0,2.40002559829e-05,-8.000127979410003e-06,0.9999839998079948,1.60003839892e-05,-6.398411971986174e-11,0.9999839996159908,1.60002559945e-05,1.5143175783925818e-14,0.9999839996159856,1.60002559885e-05,1.859919945028198e-14,0.9999839996159856,1.60002559885e-05,1.859908227964896e-14,0.9999839996159856,1.60002559885e-05,1.8599108705823447e-14,0.9999839996159856
0.01,0,3.75006250069e-05,-1.25003124932e-05,0.9999749995312306,2.50009374942e-05,-1.5622469838176263e-10,0.9999749990624648,2.50006250055e-05,3.156964099407012e-14,0.9999749990624454,2.50006249943e-05,3.3014238416548405e-14,0.9999749990624454,2.50006249943e-05,3.3013284784911595e-14,0.9999749990624454,2.50006249943e-05,3.3018837940961475e-14,0.9999749990624454
0.012,0,5.40012960649e-05,-1.80006480241e-05,0.9999639990279416,3.60019440315e-05,-3.2397325279213727e-10,0.999963998055895,3.60012960809e-05,2.9827575607501776e-14,0.9999639980558366,3.60012960395e-05,4.213668251735089e-14,0.9999639980558368,3.60012960395e-05,4.21370415168857e-14,0.9999639980558368,3.60012960395e-05,4.213761883466441e-14,0.9999639980558368
0.014,0,7.35024012124e-05,-2.45012006095e-05,0.999950998199103,4.90036016908e-05,-6.00293729662499e-10,0.9999509963982354,4.90024013158e-05,-3.637652267981627e-14,0.9999509963980884,4.90024012055e-05,3.896898269519031e-16,0.9999509963980884,4.90024012055e-05,3.8906143013789446e-16,0.9999509963980884,4.90024012055e-05,3.8905697898201085e-16,0.9999509963980884
0.016,0,9.60040964709e-05,-3.20020482415e-05,0.999935996927672,6.4006144423e-05,-1.0240952794417435e-09,0.9999359938554098,6.40040967016e-05,-7.90364320428046e-14,0.9999359938550818,6.40040964555e-05,3.2886399297140976e-15,0.999935993855082,6.40040964555e-05,3.286048945444513e-15,0.999935993855082,6.40040964555e-05,3.28816847853934e-15,0.999935993855082
0.018,0,0.0001215065619626,-4.05032809975e-05,0.9999189950785862,8.10098423632e-05,-1.6404487884053201e-09,0.9999189901573048,8.10065624278e-05,-1.655851127299268e-13,0.9999189901566402,8.10065619297e-05,4.970422048988056e-16,0.9999189901566402,8.10065619296e-05,4.922664597733089e-16,0.9999189901566404,8.10065619296e-05,4.924465938142277e-16,0.9999189901566408
